index,Rótulos de Linha,cleaned_text,Contagem de Publication Number
60,"FUNDACAO OSWALDO CRUZ (FIOCRUZ) - SUPERINTENDENCIA DE PLANEJAMENTO,BR-21040 Rio de Janeiro, RJ,BR,01512780",FUNDACAO_OSWALDO_CRUZ_FIOCRUZ___SUPERINTENDENCIA_DE_PLANEJAMENTO,1
61,"FUNDACAO OSWALDO CRUZ (FIOCRUZ) SUPERINTENDENCIA DE PLANEJAMENTO,BR 21040 Rio de Janeiro, RJ,BR,01512780",FUNDACAO_OSWALDO_CRUZ_FIOCRUZ_SUPERINTENDENCIA_DE_PLANEJAMENTO,1
62,"Fundação Oswaldo Cruz (Fiocruz),21040-900 Rio de Janeiro, RJ,BR,101255762 | Wisconsin Alumni Research Foundation - WARF,Madison, Wisconsin 53762,US,101255763",FUNDACAO_OSWALDO_CRUZ_FIOCRUZ,1
63,"FUNDACAO OSWALDO CRUZ (FIOCRUZ),21045-900 Rio de Janeiro,BR,100126774",FUNDACAO_OSWALDO_CRUZ_FIOCRUZ,2
64,"FUNDACÃO OSWALDO CRUZ FIOCRUZ,BR",FUNDACAO_OSWALDO_CRUZ_FIOCRUZ,1
65,"Fundacao Oswaldo Cruz FIOCRUZ,Rio de Janeiro,BR",FUNDACAO_OSWALDO_CRUZ_FIOCRUZ,1
66,"Fundação Oswaldo Cruz,21040-900, Rio de Janeiro, RJ,BR,101282275",FUNDACAO_OSWALDO_CRUZ,2
67,"Fundação Oswaldo Cruz,21045-900 Rio de Janeiro, RJ,BR,101041844",FUNDACAO_OSWALDO_CRUZ,6
68,"FUNDACAO OSWALDO CRUZ,BR",FUNDACAO_OSWALDO_CRUZ,5
69,"FUNDAÇÃO OSWALDO CRUZ,BR",FUNDACAO_OSWALDO_CRUZ,12
70,"FUNDAÇÃO OSWALDO CRUZ,BR | DE CARVALHO Lain Carlos Pontes,BR | OLIVEIRA Geraldo Gileno de Sá,BR | DOS SANTOS Washington Luis Conrado,BR | TEIXEIRA Marcia Cristina Aquino,BR | DOS SANTOS Lenita Ramires,BR | PEREIRA Andrea Mendes,DE | PINHEIRO JR. Nathanael de Freitas,BR | SANTOS Patricia Oliveira Meira,BR | DE PINHEIRO Cristiane Garboggini Melo,BR | FRAGA Ricardo Evangelista,BR | DE MELO NETO Oswaldo Pompilio,BR | MAGALHÃES Franklin Barbalho,BR | DA SILVA Edimilson Rodrigues,BR | FERREIRA Antonio Gomes Pinto,BR | SILVANY Marco Antonio Araujo,BR",FUNDACAO_OSWALDO_CRUZ,1
71,"FUNDAÇÃO OSWALDO CRUZ,BR | GAZZINELLI Ricardo Tostes,BR | BARBOSA Rafael Polidoro Alves,BR | CAETANO Braulia Costa,BR | MACHADO Alexandre de Magalhães Vieira,BR | BRUÑA-ROMERO Oscar,BR | GUIMARÃES Flávio Fonseca,BR | MENDES Érica Araújo,BR",FUNDACAO_OSWALDO_CRUZ,1
72,"FUNDACAO OSWALDO CRUZ,BR | INST DE BIOLOGIA MOLECULAR DO PARANA IBMP,BR",FUNDACAO_OSWALDO_CRUZ,1
73,"FUNDAÇÃO OSWALDO CRUZ,BR | INSTITUTO DE BIOLOGIA MOLECULAR DO PARANÁ - IBMP,BR",FUNDACAO_OSWALDO_CRUZ,3
74,"FUNDAÇÃO OSWALDO CRUZ,BR | TENDLER Miriam,BR | VILAR Mônica Magno,BR | ARMÔA Geraldo Rodrigues Garcia,BR | MCINTOSH Douglas,BR | SIMPSON Andrew J. G.,BR",FUNDACAO_OSWALDO_CRUZ,1
75,"Fundacao Oswaldo Cruz,BR | 奥斯瓦道·克鲁兹基金会,BR",FUNDACAO_OSWALDO_CRUZ,1
76,"FUNDAÇÃO OSWALDO CRUZ,Rio de Janeiro, RJ,BR",FUNDACAO_OSWALDO_CRUZ,1
77,"FUNDACAO OSWALDO CRUZ,RIO DE JANEIRO,BR",FUNDACAO_OSWALDO_CRUZ,5
78,"FUNDACAO OSWALDO CRUZ,Rio de Janeiro,BR | Gazzinelli Ricardo Tostes,Belo Horizonte,BR | Barbosa Rafael Polidoro Alves,Nova Floresta,BR | Caetano Braulia Costa,Belo Horizonte,BR | Machado Alexandre de Magalhaes Vieira,Belo Horizonte,BR | Bruna-Romero Oscar,Belo Horizonte,BR | Guimaraes Flavio Fonseca,Belo Horizonte,BR | Mendes Erica Araujo,Belo Horizonte,BR",FUNDACAO_OSWALDO_CRUZ,1
79,"FUNDACAO OSWALDO CRUZ.*,BR",FUNDACAO_OSWALDO_CRUZ.*,1
80,"FUNDACÃO OSWALDO CRUZ-FIOCRUZ,BR",FUNDACAO_OSWALDO_CRUZ_FIOCRUZ,1
81,"FUNDAÇÃO PIO XII,BR | FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE SÃO PAULO,BR",FUNDACAO_PIO_XII,1
82,"FUNDAÇÃO UNIVERSIDADE DE BRASILIA,BR",FUNDACAO_UNIVERSIDADE_DE_BRASILIA,1
83,"FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA,BR",FUNDACAO_UNIVERSIDADE_DE_BRASILIA,3
84,"FUNDAÇÃO UNIVERSIDADE ESTADUAL DO CEARÁ - FUNECE,BR | EMPRESA GREENBEAN BIOTECNOLOGIA LTDA,BR",FUNDACAO_UNIVERSIDADE_ESTADUAL_DO_CEARA___FUNECE,1
85,"FUNDAÇÃO UNIVERSIDADE ESTADUAL DO CEARÁ - FUNECE,BR | GREENBEAN BIOTECNOLOGIA LTDA - ME,BR",FUNDACAO_UNIVERSIDADE_ESTADUAL_DO_CEARA___FUNECE,1
86,"FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS,BR",FUNDACAO_UNIVERSIDADE_FEDERAL_DE_SAO_CARLOS,2
87,"Fundacao Universidade Federal Do ABC - UFABC,09210580 Santo André,BR,101973633 | Technische Universität Braunschweig,38106 Braunschweig,DE,101716291",FUNDACAO_UNIVERSIDADE_FEDERAL_DO_ABC___UFABC,1
88,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC,BR",FUNDACAO_UNIVERSIDADE_FEDERAL_DO_ABC___UFABC,1
89,"FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC - UFABC,BR | TECHNISCHE UNIVERSITÄT BRAUNSCHWEIG,DE",FUNDACAO_UNIVERSIDADE_FEDERAL_DO_ABC___UFABC,1
90,"Fundação Universidade Federal do ABC - UFABC,Santo André,BR | Technische Universität Braunschweig,Braunschweig,DE",FUNDACAO_UNIVERSIDADE_FEDERAL_DO_ABC___UFABC,1
91,"Fundaco Oswaldo Cruz,Rio de Janiero,BR | Senna Jose Procopio Moreno,Rio de Janeiro,BR | Queiroz Joao Luiz Sampaio,Rio de Janeiro,BR | Batoreu Nadia Maria,Rio de Janeiro,BR | Teixeira Maria da Gloria Martins,Rio de Janeiro,BR",FUNDACO_OSWALDO_CRUZ,1
92,"FUNDASAN DI-AMPARO A PESKIZA DU-ESTADU DI-MINAS ZHERAJS-FAPEMIG,BR | UNIVERSIDADI FEDERAL DI-VISOZA,BR | ФУНДАСАН ДИ-АМПАРО А ПЕСКИЗА ДУ-ЭСТАДУ ДИ-МИНАС ЖЕРАЙС-ФАПЕМИГ,BR | УНИВЕРСИДАДИ ФЕДЕРАЛ ДИ-ВИСОЗА,BR",FUNDASAN_DI_AMPARO_A_PESKIZA_DU_ESTADU_DI_MINAS_ZHERAJS_FAPEMIG,1
93,"FUNDASAN OSVAL'DO KRUS,BR | ФУНДАСАН ОСВАЛЬДО КРУС,BR",FUNDASAN_OSVAL'DO_KRUS,1
94,"GENENTECH INC.,US",GENENTECH_INC.,1
95,"GENETICA APLICADA ATIVIDADES VETERINÁRIAS LTDA ME,BR",GENETICA_APLICADA_ATIVIDADES_VETERINARIAS_LTDA_ME,1
96,"GENMAB B.V.,NL",GENMAB_B.V.,1
97,"Guglielmi Luiza Guilherme,Sao Paulo,BR | Kalil Filho Jorge Elias,Sao Paulo,BR",GUGLIELMI_LUIZA_GUILHERME,2
98,"HEIDELBERG PHARMA RESEARCH GMBH,DE",HEIDELBERG_PHARMA_RESEARCH_GMBH,1
99,"HENRY OKIGAMI,BR | PAULO TAKAO OKIGAMI,BR",HENRY_OKIGAMI,1
100,"INSTITUTO BUTANTAN,05503900 São Paulo - SP,BR,101944269",INSTITUTO_BUTANTAN,1
101,"INSTITUTO BUTANTAN,BR",INSTITUTO_BUTANTAN,4
102,"INSTITUTO DE TECNOLOGIA E PESQUISA,BR | SOCIEDADE DE EDUCAÇÃO TIRADENTES LTDA,BR",INSTITUTO_DE_TECNOLOGIA_E_PESQUISA,1
103,"INSTITUTO DE TECNOLOGIA E PESQUISA,BR | UNIVERSIDADE TIRADENTES,BR",INSTITUTO_DE_TECNOLOGIA_E_PESQUISA,1
104,"ISA DIETRICH,BR",ISA_DIETRICH,1
105,"JOMAR PEREIRA LAURINO,BR",JOMAR_PEREIRA_LAURINO,2
106,"JOSÉ LUIZ DE LIMA FILHO,BR",JOSE_LUIZ_DE_LIMA_FILHO,1
107,"LABORATORIOS BRUCH LTDA,BR",LABORATORIOS_BRUCH_LTDA,1
108,"Lisauskas Ferraz De Campos Sharon,BR",LISAUSKAS_FERRAZ_DE_CAMPOS_SHARON,1
109,"Medimmune Ltd,GB",MEDIMMUNE_LTD,1
110,"MISSÃO SALESIANA DE MATO GROSSO,BR | FUNDAÇÃO UNIVERSIDADE DE BRASILIA,BR | UNIÃO BRASILEIRA DE EDUCAÇÃO CATÓLICA - UBEC,BR",MISSAO_SALESIANA_DE_MATO_GROSSO,1
111,"OMNIOX INC.,US",OMNIOX_INC.,1
112,"PHILOGEN S.P.A.,IT",PHILOGEN_S.P.A.,1
113,"PROTALIX LTD.,IL",PROTALIX_LTD.,2
114,PROTEIMAX BIOTECNOLOGIA LTDA,PROTEIMAX_BIOTECNOLOGIA_LTDA,1
115,"Proteimax Biotecnologia Ltda,05581001 São Paulo,BR,101435195",PROTEIMAX_BIOTECNOLOGIA_LTDA,2
116,"PROTEIMAX BIOTECNOLOGIA LTDA,BR",PROTEIMAX_BIOTECNOLOGIA_LTDA,2
117,"PROTEIMAX BIOTECNOLOGIA LTDA,BR | STERMAN HEIMANN Andrea,BR",PROTEIMAX_BIOTECNOLOGIA_LTDA,1
118,"Proteimax Biotecnologia Ltda,BR | 普罗泰麦克斯生物技术有限责任公司",PROTEIMAX_BIOTECNOLOGIA_LTDA,1
119,"Proteimax Biotecnologia Ltda,BR | 普罗泰麦克斯生物技术有限责任公司,BR",PROTEIMAX_BIOTECNOLOGIA_LTDA,1
120,"Proteimax Biotecnologia Ltda,Butanta,BR | Proteimax Biotecnologia Ltda,Sao Paulo,BR",PROTEIMAX_BIOTECNOLOGIA_LTDA,1
121,"Proteimax Biotecnologia Ltda,Sao Paulo,BR | Proteimax Biotecnologia Ltda,Sao Paulo SP,BR",PROTEIMAX_BIOTECNOLOGIA_LTDA,1
122,"Salvador Bagnato Vanderlei,BR",SALVADOR_BAGNATO_VANDERLEI,1
123,"SHANGHAI FUDAN-ZHANGJIANG BIO-PHARMACEUTICAL CO. LTD.,CN",SHANGHAI_FUDAN_ZHANGJIANG_BIO_PHARMACEUTICAL_CO._LTD.,1
124,"SOCIEDADE DE EDUCAÇÃO TIRADENTES LTDA,BR",SOCIEDADE_DE_EDUCACAO_TIRADENTES_LTDA,1
125,"Suppremol Gmbh,DE",SUPPREMOL_GMBH,1
126,"TELECOMUNICACOES BRASILEIRAS S/A - TELEBRAS,BR",TELECOMUNICACOES_BRASILEIRAS_S/A___TELEBRAS,1
127,"THOMAS JEFFERSON UNIVERSITY,US",THOMAS_JEFFERSON_UNIVERSITY,1
128,"TOPACK DO BRASIL LTDA,BR",TOPACK_DO_BRASIL_LTDA,1
129,"TRUSTEES OF DARTMOUTH COLLEGE,US",TRUSTEES_OF_DARTMOUTH_COLLEGE,1
130,"UNIAO QUIMICA FARM NACIONAL SA,JP | FAPESP FUNDACAO AMPARO A PESQUISA ESTADO,JP | CHUDZINSKI-TAVASSI A M,JP",UNIAO_QUIMICA_FARM_NACIONAL_SA,1
131,"Uniao Quimica Farmaceutica Nac,BR | Fundacao De Amparo A Pesquisa | CHUDZINSKI-TAVASSI ANA MARISA | 国家联合化学制药公司,BR | 圣保罗州支援研究基金会 | 安娜·玛丽莎·朱德津斯基-塔瓦西",UNIAO_QUIMICA_FARMACEUTICA_NAC,2
132,"União Química Farmacêutica Nacional S/A,04071-900 São Paulo,BR,100776926 | Fundação de Amparo à Pesquisa do Estado de São Paulo,05468-901 Sao Paulo,BR,100126779 | Chudzinski-Tavassi Ana Marisa,05503-900 Sao Paulo SP,BR,100776927",UNIAO_QUIMICA_FARMACEUTICA_NACIONAL_S/A,1
133,"UNIAO QUIMICA FARMACEUTICA NACIONAL S/A,BR | FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO - FAPESP,BR | ANA MARISA CHUDZINSKI TAVASSI,BR",UNIAO_QUIMICA_FARMACEUTICA_NACIONAL_S/A,1
134,"UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,BR | FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE SÃO PAULO FAPESP,BR",UNIAO_QUIMICA_FARMACEUTICA_NACIONAL_S/A,1
135,"União Química Farmacêutica Nacional S/A,CEP 04311-900 São Paulo,BR,101370414 | Fundação de Amparo à Pesquisa do Estado de São Paulo,05468-901 Sao Paulo,BR,100126779 | Chudzinski-Tavassi Ana Marisa,05503-900 São Paulo,BR,101385956",UNIAO_QUIMICA_FARMACEUTICA_NACIONAL_S/A,1
136,"UNIAO QUIMICA FARMACEUTICA NACIONAL S/A,SAO PAULO,BR | FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO - FAPESP,SAO PAULO,BR | CHUDZINSKI-TAVASSI ANA MARISA,SAO PAULO,BR",UNIAO_QUIMICA_FARMACEUTICA_NACIONAL_S/A,3
137,"UNIV ESTADUAL CAMPINAS UNICAMP,BR",UNIV_ESTADUAL_CAMPINAS_UNICAMP,1
138,UNIV FED DE MINAS GERAIS BELO,UNIV_FED_DE_MINAS_GERAIS_BELO,1
139,UNIV FED DO RIO GRANDE DO SUL | ALBERTO JOSE NIETO CADENAZZI | VERONICA FERNANDEZ MANCEBO | CECILIA FERNANDEZ GRANJA | GUALBERTO GERARDO GONZALEZ SAP,UNIV_FED_DO_RIO_GRANDE_DO_SUL_|_ALBERTO_JOSE_NIETO_CADENAZZI_|_VERONICA_FERNANDEZ_MANCEBO_|_CECILIA_FERNANDEZ_GRANJA_|_GUALBERTO_GERARDO_GONZALEZ_SAP,1
140,UNIV FEDERAL DE MINAS GERAIS,UNIV_FEDERAL_DE_MINAS_GERAIS,1
141,"UNIV FEDERAL DE SAO PAULO UNIFESP,BR | UNIV FEDERAL PARANA,BR | UNIV ESTADUAL DE PONTA GROSSA UEPG,BR",UNIV_FEDERAL_DE_SAO_PAULO_UNIFESP,1
142,"UNIV FEDERAL DE UBERLANDIA,BR | CIRINO ALBERTO GOULART EIRELI EPP BIOGENETICS,BR",UNIV_FEDERAL_DE_UBERLANDIA,1
143,"UNIV FEDERAL OURO PRETO,BR | FUND AMPARO PESQUISA ESTADO MINAS GERAIS FAPEMIG,BR",UNIV_FEDERAL_OURO_PRETO,1
144,"UNIV FEDERAL VICOSA,BR | UNIV FEDERAL DE JUIZ DE FORA,BR",UNIV_FEDERAL_VICOSA,1
145,UNIV MINAS GERAIS,UNIV_MINAS_GERAIS,2
146,"UNIV MINAS GERAIS,BR",UNIV_MINAS_GERAIS,2
147,"Univ Minas Gerais,BR | 米纳斯吉拉斯联合大学",UNIV_MINAS_GERAIS,1
148,"Univ Minas Gerais,BR | 米纳斯吉拉斯联合大学,BR",UNIV_MINAS_GERAIS,2
149,"UNIV SAO PAULO,BR",UNIV_SAO_PAULO,2
150,"UNIVERSIDADE DE SAO PAULO - USP,BR",UNIVERSIDADE_DE_SAO_PAULO___USP,2
151,"Universidade De São Paulo - Usp,BR",UNIVERSIDADE_DE_SAO_PAULO___USP,9
152,"UNIVERSIDADE DE SAO PAULO - USP,BR | FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE SAO PAULO - FAPESP,BR",UNIVERSIDADE_DE_SAO_PAULO___USP,1
153,"UNIVERSIDADE DE SÃO PAULO - USP,BR | FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE SÃO PAULO - FAPESP,BR",UNIVERSIDADE_DE_SAO_PAULO___USP,1
154,"UNIVERSIDADE DE SÃO PAULO - USP,BR | UNIVERSIDADE FEDERAL DE SÃO PAULO - UNIFESP,BR | FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE SÃO PAULO - FAPESP,BR",UNIVERSIDADE_DE_SAO_PAULO___USP,1
155,"UNIVERSIDADE DE SAO PAULO,Ribeirao Preto,BR | INVENT BIOTECHNOLOGIA LTDA,Ribeirao Preto,BR | Barreira Maria Cristina Roque Antunes,Ribeirao Preto,BR | Soares Sandro Gomes,Ribeirao Preto,BR | Hanna Ebert Seixas,Ribeirao Preto,BR | Paiva Helder Henrique,Ribeirao Preto,BR | Ruas Luciana Pereira,Ribeirao Preto,BR | Pereira Aline Ferreira De Oliveira,Ribeirao Preto,BR | Ferraz Luciana Colbachini,Santa Rita Do Sapucai,BR | Porto Ana Carolina Rusca Corrêa,Sao Paulo,BR | Cardoso Silvia Almelda,Vicosa,BR | Ferraz Luiz Eduardo Dos Santos,Ribeirao Preto,BR",UNIVERSIDADE_DE_SAO_PAULO,1
156,Universidade de Sao Paulo-USP (BR/SP) | Invent Biotecnologia Ltda (BR/SP),UNIVERSIDADE_DE_SAO_PAULO_USP_BR/SP_|_INVENT_BIOTECNOLOGIA_LTDA_BR/SP,1
157,"UNIVERSIDADE DE SÃO PAULO-USP,BR",UNIVERSIDADE_DE_SAO_PAULO_USP,1
158,"UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,BR",UNIVERSIDADE_ESTADUAL_DE_CAMPINAS___UNICAMP,2
159,"UNIVERSIDADE ESTADUAL DE CAMPINAS - UNICAMP,BR | DE SOUZA Anete Pereira,BR | MARSAIOLI Anita Jocelyne,BR | BELOTI Lilian Luzia,BR | DA COSTA Bruna Zucoloto,BR | ZAMPIERI Dávila de Souza,BR",UNIVERSIDADE_ESTADUAL_DE_CAMPINAS___UNICAMP,1
160,"UNIVERSIDADE ESTADUAL DE CAMPINAS,BR | UNIVERSIDADE FEDERAL DE SANTA CATARINA,BR",UNIVERSIDADE_ESTADUAL_DE_CAMPINAS,1
161,"UNIVERSIDADE ESTADUAL DE SÃO PAULO USP,BR | UNIVERSIDADE FEDERAL DE SÃO JOÃO DEL-REI,BR | FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE SÃO PAULO - FAPESP,BR",UNIVERSIDADE_ESTADUAL_DE_SAO_PAULO_USP,1
162,"UNIVERSIDADE ESTADUAL PAULISTA ""JÚLIO DE MESQUITA FILHO"" - UNESP,BR | FUNDAÇÃO UNIVERSIDADE FEDERAL DE SÃO CARLOS - UFSCAR,BR","UNIVERSIDADE_ESTADUAL_PAULISTA_""JULIO_DE_MESQUITA_FILHO""___UNESP",1
163,"Universidade Estadual Paulista Julio de Mesquita Filho,BR",UNIVERSIDADE_ESTADUAL_PAULISTA_JULIO_DE_MESQUITA_FILHO,3
164,"UNIVERSIDADE FEDERAL DA BAHIA,BR",UNIVERSIDADE_FEDERAL_DA_BAHIA,7
165,"UNIVERSIDADE FEDERAL DE INAS GERAIS - UFMG,BR",UNIVERSIDADE_FEDERAL_DE_INAS_GERAIS___UFMG,1
166,"UNIVERSIDADE FEDERAL DE ITAJUBÁ,BR",UNIVERSIDADE_FEDERAL_DE_ITAJUBA,1
167,"UNIVERSIDADE FEDERAL DE ITAJUBÁ,BR | UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG,BR",UNIVERSIDADE_FEDERAL_DE_ITAJUBA,1
168,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA - UFJF,BR",UNIVERSIDADE_FEDERAL_DE_JUIZ_DE_FORA___UFJF,1
169,"UNIVERSIDADE FEDERAL DE JUIZ DE FORA,BR",UNIVERSIDADE_FEDERAL_DE_JUIZ_DE_FORA,1
170,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,5
171,"UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS___UFMG,11
172,"UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG,BR | FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS- FAPEMIG,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS___UFMG,1
173,"UNIVERSIDADE FEDERAL DE MINAS GERAIS - UFMG,BR | UNIVERSIDADE FEDERAL DE UBERLÂNDIA - UFU,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS___UFMG,1
174,Universidade Federal De Minas Gerais Belo Horizonte BR,UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_BELO_HORIZONTE_BR,1
175,"Universidade Federal de Minas Gerais,31270-901 Belo Horizonte,BR,100811923",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,1
176,"Universidade Federal de Minas Gerais,Belo Horizonte MG,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,1
177,"Universidade Federal de Minas Gerais,Belo Horizonte,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,3
178,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,41
179,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | FUNDAÇÃO BUTANTAN,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,1
180,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DO ESTADO DE MINAS GERAIS - HEMOMINAS,BR | FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,1
181,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | FUNDAÇÃO DE AMPARO Á PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,1
182,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,2
183,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,BR | CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE - CNRS,FR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,1
184,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,1
185,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | FUNDAÇÃO DE ENSINO E TECNOLOGIA DE ALFENAS,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,4
186,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | FUNDAÇÃO EDUCACIONAL DE CRICIÚMA - FUCRI,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,2
187,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | FUNDAÇÃO EZEQUIEL DIAS,BR | UNIVERSIDADE DE SÃO PAULO - USP,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,1
188,"UNIVERSIDADE FEDERAL DE MINAS GERAIS,BR | SOUZA DOS SANTOS Robson Augusto,BR | VELOSO BRANT PINHEIRO Sérgio,BR | DE FARIA E SILVA Raphael,BR | SILVA LULA Ivana,BR | BARROS DE SOUSA Frederico,BR | FRÉZARD Frédéric Jean Georges,BR | DOS REIS Adelina Martha,BR | DE FRANCA Luiz Renato,BR | FERREIRA Anderson José,BR | SINISTERRA Rubén Dario,BR | CAMPAGNOLE-SANTOS Maria José,BR | DE OLIVEIRA SAMPAIO Walkyria Neyde,BR | DE CASTRO LEAL Marcelo,BR | KAPPES BECKER Lenice,BR",UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS,1
